week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                March 28, 2020
                ";49;Rising;+29;What She Wants Tonight;Luke Bryan;78;49;13
"
                March 28, 2020
                ";50;Rising;+5;Dior;Pop Smoke;55;30;5
"
                March 28, 2020
                ";51;Rising;+1;Sum 2 Prove;Lil Baby;52;16;10
"
                March 28, 2020
                ";52;Failing;-43;Silly Watch;Lil Uzi Vert;9;9;2
"
                March 28, 2020
                ";53;Rising;+16;Nobody But You;Blake Shelton Duet With Gwen Stefani;69;43;10
"
                March 28, 2020
                ";54;New;-;Wassup;Lil Uzi Vert Featuring Future;-;54;1
"
                March 28, 2020
                ";55;Rising;+34;Oprah's Bank Account;Lil Yachty, Drake & DaBaby;89;55;2
"
                March 28, 2020
                ";56;Rising;+29;More Hearts Than Mine;Ingrid Andress;85;56;12
"
                March 28, 2020
                ";57;Failing;-33;B.S.;Jhene Aiko Featuring H.E.R.;24;24;2
"
                March 28, 2020
                ";58;Rising;+12;Chasin' You;Morgan Wallen;70;58;8
"
                March 28, 2020
                ";59;Rising;+18;Slow Dance In A Parking Lot;Jordan Davis;77;59;11
"
                March 28, 2020
                ";60;New;-;Strawberry Peels;Lil Uzi Vert Featuring Young Thug & Gunna;-;60;1
"
                March 28, 2020
                ";61;Failing;-21;P*$$y Fairy (OTW);Jhene Aiko;40;40;9
"
                March 28, 2020
                ";62;New;-;Moon Relate;Lil Uzi Vert;-;62;1
"
                March 28, 2020
                ";63;Steady;-;What A Man Gotta Do;Jonas Brothers;63;16;9
"
                March 28, 2020
                ";64;Rising;+11;Tusa;Karol G & Nicki Minaj;75;42;16
"
                March 28, 2020
                ";65;Rising;+21;Catch;Brett Young;86;65;8
"
                March 28, 2020
                ";66;New;-;I Can Show You;Lil Uzi Vert;-;66;1
"
                March 28, 2020
                ";67;Rising;+14;We Back;Jason Aldean;81;62;16
"
                March 28, 2020
                ";68;New;-;Trap This Way (This Way);Lil Uzi Vert;-;68;1
"
                March 28, 2020
                ";69;Rising;+13;I Wish Grandpas Never Died;Riley Green;82;66;12
"
                March 28, 2020
                ";70;Failing;-14;Si Veo A Tu Mama;Bad Bunny;56;32;3
"
                March 28, 2020
                ";71;New;-;Death Bed;Powfu Featuring beabadoobee;-;71;1
"
                March 28, 2020
                ";72;New;-;Leaders;Lil Uzi Vert Featuring NAV;-;72;1
"
                March 28, 2020
                ";73;Failing;-16;Heatin Up;Lil Baby & Gunna;57;18;3
"
                March 28, 2020
                ";74;Rising;+25;Sunday Best;Surfaces;99;74;3
"
                March 28, 2020
                ";75;Rising;+23;Grace;Lil Baby & 42 Dugg;98;48;3
"
                March 28, 2020
                ";76;New;-;No Auto;Lil Uzi Vert Featuring Lil Durk;-;76;1
"
                March 28, 2020
                ";77;Rising;+3;The Other Side;SZA X Justin Timberlake;80;61;3
"
                March 28, 2020
                ";78;Failing;-11;Yummy;Justin Bieber;67;2;11
"
                March 28, 2020
                ";79;Failing;-20;B.I.T.C.H.;Megan Thee Stallion;59;31;6
"
                March 28, 2020
                ";80;Failing;-26;La Dificil;Bad Bunny;54;33;3
"
                March 28, 2020
                ";81;Rising;+10;I Hope You're Happy Now;Carly Pearce & Lee Brice;91;65;11
"
                March 28, 2020
                ";82;Failing;-60;Homecoming;Lil Uzi Vert;22;22;2
"
                March 28, 2020
                ";83;New;-;Come This Way;Lil Uzi Vert;-;83;1
"
                March 28, 2020
                ";84;Rising;+12;To Die For;Sam Smith;96;46;5
"
                March 28, 2020
                ";85;Failing;-21;Emotionally Scarred;Lil Baby;64;31;3
"
                March 28, 2020
                ";86;New;-;Does To Me;Luke Combs Featuring Eric Church;-;86;1
"
                March 28, 2020
                ";87;New;-;Got The Guap;Lil Uzi Vert Featuring Young Thug;-;87;1
"
                March 28, 2020
                ";88;New;-;Supalonely;BENEE Featuring Gus Dapperton;-;88;1
"
                March 28, 2020
                ";89;New;-;Money Spread;Lil Uzi Vert Featuring Young Nudy;-;89;1
"
                March 28, 2020
                ";90;New;-;Cardigan;Don Toliver;-;90;1
"
                March 28, 2020
                ";91;New;-;Beer Can't Fix;Thomas Rhett Featuring Jon Pardi;-;91;1
"
                March 28, 2020
                ";92;Failing;-26;Vete;Bad Bunny;66;33;16
"
                March 28, 2020
                ";93;Rising;+1;Know Your Worth;Khalid x Disclosure;94;57;6
"
                March 28, 2020
                ";94;Failing;-46;Futsal Shuffle 2020;Lil Uzi Vert;48;5;11
"
                March 28, 2020
                ";95;Failing;-70;Prices;Lil Uzi Vert;25;25;2
"
                March 28, 2020
                ";96;Failing;-6;Go Stupid;Polo G Featuring NLE Choppa & Stunna 4 Vegas;90;60;5
"
                March 28, 2020
                ";97;Re-Enter;-;Before You Go;Lewis Capaldi;-;71;7
"
                March 28, 2020
                ";98;New;-;Savage;Megan Thee Stallion Featuring Beyonce;-;98;1
"
                March 28, 2020
                ";99;Re-Enter;-;Come Thru;Summer Walker & Usher;-;42;12
"
                March 28, 2020
                ";100;Re-Enter;-;Make No Sense;YoungBoy Never Broke Again;-;57;18
"
                April 4, 2020
                ";1;Rising;+1;Blinding Lights;The Weeknd;2;1;17
"
                April 4, 2020
                ";2;Failing;-1;The Box;Roddy Ricch;1;1;16
"
                April 4, 2020
                ";3;Steady;-;Don't Start Now;Dua Lipa;3;2;21
"
                April 4, 2020
                ";4;Rising;+12;Heartless;The Weeknd;16;1;18
"
                April 4, 2020
                ";5;Steady;-;Circles;Post Malone;5;1;30
"
                April 4, 2020
                ";6;Failing;-2;Life Is Good;Future Featuring Drake;4;2;11
"
                April 4, 2020
                ";7;Steady;-;Adore You;Harry Styles;7;7;16
"
                April 4, 2020
                ";8;Steady;-;Intentions;Justin Bieber Featuring Quavo;8;8;7
"
                April 4, 2020
                ";9;Rising;+5;Say So;Doja Cat Featuring Nicki Minaj;14;9;12
"
                April 4, 2020
                ";10;Failing;-4;Roxanne;Arizona Zervas;6;4;21
"
                April 4, 2020
                ";11;Failing;-2;Someone You Loved;Lewis Capaldi;9;1;46
"
                April 4, 2020
                ";12;Failing;-2;Everything I Wanted;Billie Eilish;10;8;20
"
                April 4, 2020
                ";13;Failing;-2;Hot Girl Bummer;blackbear;11;11;28
"
                April 4, 2020
                ";14;Failing;-2;Memories;Maroon 5;12;2;27
"
                April 4, 2020
                ";15;Steady;-;Dance Monkey;Tones And I;15;4;25
"
                April 4, 2020
                ";16;New;-;In Your Eyes;The Weeknd;-;16;1
"
                April 4, 2020
                ";17;Steady;-;The Bones;Maren Morris;17;17;27
"
                April 4, 2020
                ";18;Steady;-;My Oh My;Camila Cabello Featuring DaBaby;18;18;16
"
                April 4, 2020
                ";19;Rising;+3;10,000 Hours;Dan + Shay & Justin Bieber;22;4;25
"
                April 4, 2020
                ";20;Rising;+78;Savage;Megan Thee Stallion Featuring Beyonce;98;20;2
"
                April 4, 2020
                ";21;New;-;Alone Again;The Weeknd;-;21;1
"
                April 4, 2020
                ";22;Re-Enter;-;After Hours;The Weeknd;-;20;5
"
                April 4, 2020
                ";23;Failing;-2;Ballin';Mustard & Roddy Ricch;21;11;36
"
                April 4, 2020
                ";24;New;-;Scared To Live;The Weeknd;-;24;1
"
                April 4, 2020
                ";25;New;-;Hardest To Love;The Weeknd;-;25;1
"
                April 4, 2020
                ";26;Rising;+4;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;30;26;18
"
                April 4, 2020
                ";27;Failing;-2;Stupid Love;Lady Gaga;25;5;4
"
                April 4, 2020
                ";28;New;-;Too Late;The Weeknd;-;28;1
"
                April 4, 2020
                ";29;Steady;-;Falling;Trevor Daniel;29;25;19
"
                April 4, 2020
                ";30;Rising;+6;I Hope;Gabby Barrett;36;30;13
"
                April 4, 2020
                ";31;Failing;-7;BOP;DaBaby;24;11;26
"
                April 4, 2020
                ";32;New;-;Snowchild;The Weeknd;-;32;1
"
                April 4, 2020
                ";33;Rising;+1;You Should Be Sad;Halsey;34;26;11
"
                April 4, 2020
                ";34;Failing;-2;No Guidance;Chris Brown Featuring Drake;32;5;42
"
                April 4, 2020
                ";35;Failing;-15;Suicidal;YNW Melly & Juice WRLD;20;20;17
"
                April 4, 2020
                ";36;Failing;-3;High Fashion;Roddy Ricch Featuring Mustard;33;20;13
"
                April 4, 2020
                ";37;Rising;+1;Blueberry Faygo;Lil Mosey;38;37;7
"
                April 4, 2020
                ";38;Failing;-15;Godzilla;Eminem Featuring Juice WRLD;23;3;10
"
                April 4, 2020
                ";39;New;-;Escape From LA;The Weeknd;-;39;1
"
                April 4, 2020
                ";40;Failing;-5;Homesick;Kane Brown;35;35;19
"
                April 4, 2020
                ";41;New;-;Save Your Tears;The Weeknd;-;41;1
"
                April 4, 2020
                ";42;Failing;-14;Woah;Lil Baby;28;15;20
"
                April 4, 2020
                ";43;Failing;-3;Heart On Ice;Rod Wave;40;40;20
"
                April 4, 2020
                ";44;Rising;+9;Nobody But You;Blake Shelton Duet With Gwen Stefani;53;43;11
"
                April 4, 2020
                ";45;New;-;Faith;The Weeknd;-;45;1
"
                April 4, 2020
                ";46;Rising;+3;What She Wants Tonight;Luke Bryan;49;46;14
"
                April 4, 2020
                ";47;Failing;-16;Lose You To Love Me;Selena Gomez;31;1;23
"
                April 4, 2020
                ";48;Failing;-5;I Love Me;Demi Lovato;43;18;3
"
                April 4, 2020
                ";49;Rising;+10;Slow Dance In A Parking Lot;Jordan Davis;59;49;12
"
                April 4, 2020
                ";50;Failing;-11;Homemade;Jake Owen;39;39;9
"
                April 4, 2020
                ";51;Failing;-4;Slide;H.E.R. Featuring YG;47;47;14
"
                April 4, 2020
                ";52;Failing;-6;BEST ON EARTH;Russ & BIA;46;46;16
"
                April 4, 2020
                ";53;Rising;+5;Chasin' You;Morgan Wallen;58;53;9
"
                April 4, 2020
                ";54;Failing;-41;Myron;Lil Uzi Vert;13;13;2
"
                April 4, 2020
                ";55;New;-;Roses (Imanbek Remix);SAINt JHN;-;55;1
"
                April 4, 2020
                ";56;Steady;-;More Hearts Than Mine;Ingrid Andress;56;56;13
"
                April 4, 2020
                ";57;Failing;-9;Whats Poppin;Jack Harlow;48;48;7
"
                April 4, 2020
                ";58;Failing;-8;Dior;Pop Smoke;50;30;6
"
                April 4, 2020
                ";59;Rising;+12;Death Bed;Powfu Featuring beabadoobee;71;59;2
"
                April 4, 2020
                ";60;Failing;-9;Sum 2 Prove;Lil Baby;51;16;11
"
                April 4, 2020
                ";61;Rising;+4;Catch;Brett Young;65;61;9
"
                April 4, 2020
                ";62;Rising;+12;Sunday Best;Surfaces;74;62;4
"
                April 4, 2020
                ";63;Rising;+23;Does To Me;Luke Combs Featuring Eric Church;86;63;2
"
                April 4, 2020
                ";64;Rising;+17;I Hope You're Happy Now;Carly Pearce & Lee Brice;81;64;12
"
                April 4, 2020
                ";65;Re-Enter;-;homecoming queen?;Kelsea Ballerini;-;65;13
"
                April 4, 2020
                ";66;Failing;-2;Tusa;Karol G & Nicki Minaj;64;42;17
"
                April 4, 2020
                ";67;Failing;-6;P*$$y Fairy (OTW);Jhene Aiko;61;40;10
"
                April 4, 2020
                ";68;Rising;+23;Beer Can't Fix;Thomas Rhett Featuring Jon Pardi;91;68;2
"
                April 4, 2020
                ";69;New;-;Repeat After Me (Interlude);The Weeknd;-;69;1
"
                April 4, 2020
                ";70;Failing;-33;P2;Lil Uzi Vert;37;11;3
"
                April 4, 2020
                ";71;Rising;+17;Supalonely;BENEE Featuring Gus Dapperton;88;71;2
"
                April 4, 2020
                ";72;Failing;-9;What A Man Gotta Do;Jonas Brothers;63;16;10
"
                April 4, 2020
                ";73;Failing;-32;That Way;Lil Uzi Vert;41;20;4
"
                April 4, 2020
                ";74;Failing;-47;Baby Pluto;Lil Uzi Vert;27;6;3
"
                April 4, 2020
                ";75;Failing;-20;Oprah's Bank Account;Lil Yachty, Drake & DaBaby;55;55;3
"
                April 4, 2020
                ";76;Failing;-19;B.S.;Jhene Aiko Featuring H.E.R.;57;24;3
"
                April 4, 2020
                ";77;Rising;+20;Before You Go;Lewis Capaldi;97;71;8
"
                April 4, 2020
                ";78;Re-Enter;-;Out West;JACKBOYS Featuring Young Thug;-;38;11
"
                April 4, 2020
                ";79;Failing;-2;The Other Side;SZA X Justin Timberlake;77;61;4
"
                April 4, 2020
                ";80;New;-;Until I Bleed Out;The Weeknd;-;80;1
"
                April 4, 2020
                ";81;Failing;-2;B.I.T.C.H.;Megan Thee Stallion;79;31;7
"
                April 4, 2020
                ";82;Rising;+11;Know Your Worth;Khalid x Disclosure;93;57;7
"
                April 4, 2020
                ";83;Failing;-5;Yummy;Justin Bieber;78;2;12
"
                April 4, 2020
                ";84;Steady;-;To Die For;Sam Smith;84;46;6
"
                April 4, 2020
                ";85;Failing;-10;Grace;Lil Baby & 42 Dugg;75;48;4
"
                April 4, 2020
                ";86;Failing;-67;Bean (Kobe);Lil Uzi Vert Featuring Chief Keef;19;19;2
"
                April 4, 2020
                ";87;Failing;-45;Lo Mein;Lil Uzi Vert;42;8;3
"
                April 4, 2020
                ";88;Rising;+11;Come Thru;Summer Walker & Usher;99;42;13
"
                April 4, 2020
                ";89;Failing;-4;Emotionally Scarred;Lil Baby;85;31;4
"
                April 4, 2020
                ";90;Re-Enter;-;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;-;73;9
"
                April 4, 2020
                ";91;Failing;-18;Heatin Up;Lil Baby & Gunna;73;18;4
"
                April 4, 2020
                ";92;Failing;-22;Si Veo A Tu Mama;Bad Bunny;70;32;4
